Change,Description,MultipleCompulsory,Department,Number,Grade,Class,Name,Url,Credit,YearSemester,CompulsoryElective,Restrict,Select,Selected,Remaining,Teacher,Room,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Context
異動,修正備註說明8/11,,運動健康(必),GEPE102A,1,,運動與健康：體適能,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE102A&Crsname=運動與健康：體適能,1,期,必,55,0,58,-3,許秀桃,,,,,34,,,,《體育類》第一堂課請於體育館前集合
,,,運動健康(必),GEPE102B,1,,運動與健康：體適能,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE102B&Crsname=運動與健康：體適能,1,期,必,55,0,35,20,羅凱暘,,34,,,,,,,《體育類》第一堂課請於體育館前集合
,,,運動健康(必),GEPE102C,1,,運動與健康：體適能,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE102C&Crsname=運動與健康：體適能,1,期,必,55,3,57,-2,林宗正,,34,,,,,,,《體育類》第一堂課請於體育館前集合
,,,運動健康(必),GEPE102D,1,,運動與健康：體適能,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE102D&Crsname=運動與健康：體適能,1,期,必,55,1,54,1,蔡鋒樺,,67,,,,,,,《體育類》第一堂課請於體育館前集合
,,,運動健康(必),GEPE102E,1,,運動與健康：體適能,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE102E&Crsname=運動與健康：體適能,1,期,必,55,5,67,-12,蔡鋒樺,,89,,,,,,,《體育類》第一堂課請於體育館前集合
,,,運動健康(必),GEPE102F,1,,運動與健康：體適能,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE102F&Crsname=運動與健康：體適能,1,期,必,55,7,64,-9,許秀桃,,,67,,,,,,《體育類》第一堂課請於體育館前集合
,,,運動健康(必),GEPE102G,1,,運動與健康：體適能,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE102G&Crsname=運動與健康：體適能,1,期,必,55,4,56,-1,林國欽,,,67,,,,,,《體育類》第一堂課請於體育館前集合
,,,運動健康(必),GEPE102H,1,,運動與健康：體適能,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE102H&Crsname=運動與健康：體適能,1,期,必,55,12,57,-2,林國欽,,,89,,,,,,《體育類》第一堂課請於體育館前集合
,,,運動健康(必),GEPE102I,1,,運動與健康：體適能,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE102I&Crsname=運動與健康：體適能,1,期,必,55,0,41,14,許秀桃,,,,12,,,,,《體育類》第一堂課請於體育館前集合
,,,運動健康(必),GEPE102J,1,,運動與健康：體適能,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE102J&Crsname=運動與健康：體適能,1,期,必,55,0,54,1,蔡宗晏,,,,12,,,,,《體育類》第一堂課請於體育館前集合
,,,運動健康(必),GEPE102K,1,,運動與健康：體適能,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE102K&Crsname=運動與健康：體適能,1,期,必,55,0,39,16,蔡鋒樺,,,,12,,,,,《體育類》第一堂課請於體育館前集合
,,,運動健康(必),GEPE102L,1,,運動與健康：體適能,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE102L&Crsname=運動與健康：體適能,1,期,必,55,0,32,23,蔡宗晏,,,,34,,,,,《體育類》第一堂課請於體育館前集合
,,,運動健康(必),GEPE102M,1,,運動與健康：體適能,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE102M&Crsname=運動與健康：體適能,1,期,必,55,0,36,19,林宗正,,,,34,,,,,《體育類》第一堂課請於體育館前集合
,,,運動健康(必),GEPE102N,1,,運動與健康：體適能,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE102N&Crsname=運動與健康：體適能,1,期,必,55,1,13,42,林國欽,,,,34,,,,,《體育類》第一堂課請於體育館前集合
異動,修正設定8/18,,運動健康(必),GEPE102O,1,,運動與健康：體適能,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE102O&Crsname=運動與健康：體適能,1,期,必,55,1,74,-19,林宗正,,,,67,,,,,《體育類》第一堂課請於體育館前集合
,,,運動健康(必),GEPE102P,1,,運動與健康：體適能,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE102P&Crsname=運動與健康：體適能,1,期,必,55,4,63,-8,李佳倫,,,,67,,,,,《體育類》第一堂課請於體育館前集合
,,,運動健康(必),GEPE102Q,1,,運動與健康：體適能,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE102Q&Crsname=運動與健康：體適能,1,期,必,55,3,50,5,曹德弘,,,,,34,,,,《體育類》第一堂課請於體育館前集合
,,,運動健康(必),GEPE102R,1,,運動與健康：體適能,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE102R&Crsname=運動與健康：體適能,1,期,必,55,13,60,-5,蔡宗晏,,,,,67,,,,《體育類》第一堂課請於體育館前集合
,,,運動健康(必),GEPE102S,1,,運動與健康：體適能,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE102S&Crsname=運動與健康：體適能,1,期,必,55,3,64,-9,李佳倫,,,,,67,,,,《體育類》第一堂課請於體育館前集合
,,,運動健康(必),GEPE102T,1,,運動與健康：體適能,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE102T&Crsname=運動與健康：體適能,1,期,必,55,8,60,-5,李佳倫,,,,,89,,,,《體育類》第一堂課請於體育館前集合
,,,運動健康(必),GEPE102U,1,,運動與健康：體適能,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE102U&Crsname=運動與健康：體適能,1,期,必,55,3,48,7,曹德弘,,,,,,12,,,《體育類》第一堂課請於體育館前集合
,,,運動健康(必),GEPE102V,1,,運動與健康：體適能,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE102V&Crsname=運動與健康：體適能,1,期,必,55,2,48,7,曹德弘,,,,,,34,,,《體育類》第一堂課請於體育館前集合
異動,修正備註說明6/28,,運動健康(必),GEPE104,2,,運動與健康：初級游泳特別班,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE104&Crsname=運動與健康：初級游泳特別班,1,期,必,50,0,19,31,許秀桃,,34,,,CD,,,,《體育類》一週4小時，上課9週。 限110-2有修習初級游泳之學生，第一堂請至游泳池門口集合
新增,7/19,,運動健康(必),GEPE104A,2,,運動與健康：初級游泳特別班,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE104A&Crsname=運動與健康：初級游泳特別班,1,期,必,50,0,36,14,"曹德弘,羅凱暘",,,,,,,1234,1234,《體育類》限110-2有修習初級游泳之學生，第一堂請至游泳池門口集合
,,,運動健康(必),GEPE202,2,,運動與健康：初級集訓班,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE202&Crsname=運動與健康：初級集訓班,1,期,必,100,1,59,41,"羅凱暘,林宗正,林國欽,曹德弘,黃義博,蔡鋒樺",,A,,A,,,,,《體育類》限大二以上選修且本校校隊學生需自行加選；非校隊加選以零分計。
異動,確認上課地點7/26,,運動健康(必),GEPE203,2,,運動與健康：初級潛水,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE203&Crsname=運動與健康：初級潛水,1,期,必,25,0,36,-11,林宗正,游泳池,,,,67,,,,《體育類》限大二以上選修永續海洋休閒運動產業學程
異動,確認上課地點7/26,,運動健康(必),GEPE203A,2,,運動與健康：初級潛水,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE203A&Crsname=運動與健康：初級潛水,1,期,必,25,1,29,-4,林宗正,游泳池,,,,,34,,,《體育類》限大二以上選修永續海洋休閒運動產業學程
異動,確認上課地點7/26,,運動健康(必),GEPE203B,2,,運動與健康：初級潛水,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE203B&Crsname=運動與健康：初級潛水,1,期,必,25,3,38,-13,林宗正,游泳池,,,,,67,,,《體育類》限大二以上選修永續海洋休閒運動產業學程
異動,確認上課地點7/26,,運動健康(必),GEPE204,2,,運動與健康：初級壘球,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE204&Crsname=運動與健康：初級壘球,1,期,必,50,1,56,-6,林宗正,壘球場,,89,,,,,,《體育類》限大二以上選修
,,,運動健康(必),GEPE205,2,,運動與健康：初級羽球,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE205&Crsname=運動與健康：初級羽球,1,期,必,50,0,50,0,李正美,體育館3樓,34,,,,,,,《體育類》限大二以上選修
,,,運動健康(必),GEPE205A,2,,運動與健康：初級羽球,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE205A&Crsname=運動與健康：初級羽球,1,期,必,50,0,50,0,林國欽,體育館3樓,67,,,,,,,《體育類》限大二以上選修
,,,運動健康(必),GEPE205B,2,,運動與健康：初級羽球,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE205B&Crsname=運動與健康：初級羽球,1,期,必,50,5,51,-1,林國欽,體育館3樓,89,,,,,,,《體育類》限大二以上選修
新增,8/29,,運動健康(必),GEPE207,2,,運動與健康：初級網球,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE207&Crsname=運動與健康：初級網球,1,期,必,50,1,18,32,曹德弘,網球場,,34,,,,,,《體育類》限大二以上選修。第一天上課為9月6日，最後一天為12月20日。※英語授課
,,,運動健康(必),GEPE208,2,,運動與健康：初級桌球,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE208&Crsname=運動與健康：初級桌球,1,期,必,50,0,47,3,李正美,桌球室,12,,,,,,,《體育類》限大二以上選修
,,,運動健康(必),GEPE208A,2,,運動與健康：初級桌球,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE208A&Crsname=運動與健康：初級桌球,1,期,必,50,0,51,-1,羅凱暘,桌球室,67,,,,,,,《體育類》限大二以上選修※英語授課
,,,運動健康(必),GEPE210,2,,運動與健康：初級籃球,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE210&Crsname=運動與健康：初級籃球,1,期,必,50,2,26,24,羅郁平,體育館3樓,,,12,,,,,《體育類》限大二以上選修
,,,運動健康(必),GEPE210A,2,,運動與健康：初級籃球,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE210A&Crsname=運動與健康：初級籃球,1,期,必,50,0,31,19,羅郁平,體育館3樓,,,34,,,,,《體育類》限大二以上選修
,,,運動健康(必),GEPE211,2,,運動與健康：初級墊上核心,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE211&Crsname=運動與健康：初級墊上核心,1,期,必,50,0,42,8,李佳倫,韻律教室,67,,,,,,,《體育類》限大二以上選修※英語授課
,,,運動健康(必),GEPE211A,2,,運動與健康：初級墊上核心,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE211A&Crsname=運動與健康：初級墊上核心,1,期,必,50,6,77,-27,許秀桃,韻律教室,,89,,,,,,《體育類》限大二以上選修
,,,運動健康(必),GEPE211B,2,,運動與健康：初級墊上核心,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE211B&Crsname=運動與健康：初級墊上核心,1,期,必,50,0,54,-4,許秀桃,韻律教室,,,34,,,,,《體育類》限大二以上選修
,,,運動健康(必),GEPE212,2,,運動與健康：初級太極拳,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE212&Crsname=運動與健康：初級太極拳,1,期,必,50,6,52,-2,曹德弘,韻律教室,,,,,B5,,,《體育類》限大二以上選修
,,,運動健康(必),GEPE215,2,,運動與健康：初級帆船,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE215&Crsname=運動與健康：初級帆船,1,期,必,20,3,23,-3,蔡鋒樺,海域中心,12,,,,,,,《體育類》限大二以上選修永續海洋休閒運動產業學程
,,,運動健康(必),GEPE215A,2,,運動與健康：初級帆船,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE215A&Crsname=運動與健康：初級帆船,1,期,必,20,3,31,-11,蔡鋒樺,海域中心,34,,,,,,,《體育類》限大二以上選修永續海洋休閒運動產業學程
,,,運動健康(必),GEPE215B,2,,運動與健康：初級帆船,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE215B&Crsname=運動與健康：初級帆船,1,期,必,20,0,36,-16,蔡鋒樺,海域中心,,12,,,,,,《體育類》限大二以上選修永續海洋休閒運動產業學程
,,,運動健康(必),GEPE215C,2,,運動與健康：初級帆船,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE215C&Crsname=運動與健康：初級帆船,1,期,必,20,0,21,-1,吳緒昌,海域中心,,12,,,,,,《體育類》限大二以上選修永續海洋休閒運動產業學程
,,,運動健康(必),GEPE215D,2,,運動與健康：初級帆船,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE215D&Crsname=運動與健康：初級帆船,1,期,必,20,1,22,-2,吳緒昌,海域中心,,34,,,,,,《體育類》限大二以上選修永續海洋休閒運動產業學程
,,,運動健康(必),GEPE215E,2,,運動與健康：初級帆船,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE215E&Crsname=運動與健康：初級帆船,1,期,必,20,0,28,-8,潘泰安,海域中心,,,67,,,,,《體育類》限大二以上選修永續海洋休閒運動產業學程
,,,運動健康(必),GEPE215F,2,,運動與健康：初級帆船,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE215F&Crsname=運動與健康：初級帆船,1,期,必,20,3,21,-1,蔡睿洋,海域中心,,,,12,,,,《體育類》限大二以上選修永續海洋休閒運動產業學程
,,,運動健康(必),GEPE215G,2,,運動與健康：初級帆船,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE215G&Crsname=運動與健康：初級帆船,1,期,必,20,1,24,-4,蔡睿洋,海域中心,,,,,12,,,《體育類》限大二以上選修永續海洋休閒運動產業學程
,,,運動健康(必),GEPE215H,2,,運動與健康：初級帆船,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE215H&Crsname=運動與健康：初級帆船,1,期,必,20,0,24,-4,楊智翔,海域中心,,,,,12,,,《體育類》限大二以上選修永續海洋休閒運動產業學程
,,,運動健康(必),GEPE215I,2,,運動與健康：初級帆船,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE215I&Crsname=運動與健康：初級帆船,1,期,必,20,4,25,-5,蔡睿洋,海域中心,,,,,34,,,《體育類》限大二以上選修※英語授課永續海洋休閒運動產業學程
,,,運動健康(必),GEPE215J,2,,運動與健康：初級帆船,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE215J&Crsname=運動與健康：初級帆船,1,期,必,20,0,26,-6,楊智翔,海域中心,,,,,34,,,《體育類》限大二以上選修永續海洋休閒運動產業學程
,,,運動健康(必),GEPE216,2,,運動與健康：初級排球,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE216&Crsname=運動與健康：初級排球,1,期,必,50,6,54,-4,蔡宗晏,體育館3樓,,,,34,,,,《體育類》限大二以上選修
,,,運動健康(必),GEPE217,2,,運動與健康：初級水域休閒活動,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE217&Crsname=運動與健康：初級水域休閒活動,1,期,必,20,0,25,-5,楊智翔,海域中心,,,,12,,,,《體育類》限大二以上選修永續海洋休閒運動產業學程
,,,運動健康(必),GEPE217A,2,,運動與健康：初級水域休閒活動,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE217A&Crsname=運動與健康：初級水域休閒活動,1,期,必,20,1,27,-7,楊智翔,海域中心,,,,34,,,,《體育類》限大二以上選修※英語授課永續海洋休閒運動產業學程
,,,運動健康(必),GEPE221,2,,運動與健康：初級肌肉適能,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE221&Crsname=運動與健康：初級肌肉適能,1,期,必,35,1,37,-2,李佳倫,體適能中心,34,,,,,,,《體育類》限大二以上選修
,,,運動健康(必),GEPE221A,2,,運動與健康：初級肌肉適能,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE221A&Crsname=運動與健康：初級肌肉適能,1,期,必,35,2,30,5,曹德弘,體適能中心,,12,,,,,,《體育類》限大二以上選修
,,,運動健康(必),GEPE221B,2,,運動與健康：初級肌肉適能,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE221B&Crsname=運動與健康：初級肌肉適能,1,期,必,35,5,38,-3,蔡宗晏,體適能中心,,,67,,,,,《體育類》限大二以上選修
,,,運動健康(必),GEPE221C,2,,運動與健康：初級肌肉適能,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE221C&Crsname=運動與健康：初級肌肉適能,1,期,必,35,2,36,-1,曹德弘,體適能中心,,,,12,,,,《體育類》限大二以上選修
,,,運動健康(必),GEPE221D,2,,運動與健康：初級肌肉適能,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE221D&Crsname=運動與健康：初級肌肉適能,1,期,必,35,5,40,-5,蔡宗晏,體適能中心,,,,,34,,,《體育類》限大二以上選修
,,,運動健康(必),GEPE223,2,,運動與健康：初級競技桌球,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE223&Crsname=運動與健康：初級競技桌球,1,期,必,50,0,14,36,羅凱暘,桌球室,,67,,,,,,《體育類》限大二以上選修且本課程選修條件以修過初級桌球且成績及格為原則，未修過初級桌球者，需於第一次上課時，由授課教師進行桌球技能檢定後方可確認選課，若具備系球隊程度學生者，亦歡迎選修本課程。
,,,運動健康(必),GEPE227,2,,運動與健康：初級複合弓,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE227&Crsname=運動與健康：初級複合弓,1,期,必,20,3,24,-4,黃義博,射箭場,,,,,67,,,《體育類》限大二以上選修
,,,運動健康(必),GEPE228,2,,運動與健康：初級競技羽球,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE228&Crsname=運動與健康：初級競技羽球,1,期,必,50,0,34,16,林國欽,體育館3樓,,34,,,,,,《體育類》限大二以上選修且本課程選修條件以修過初級羽球且成績及格為原則。
新增,6/24,,運動健康(必),GEPE229,2,,運動與健康：初級水中救生,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GEPE229&Crsname=運動與健康：初級水中救生,2,期,必,20,1,18,2,羅凱暘,,CD,CD,CD,CD,CD,1234B5678,1234B5678,《體育類》200公尺（自由式、蛙式各100公尺）游泳為項目，男性5分鐘、女性6分鐘完成，方得修習本課程。
